-9.933023292797350801e-02 -6.984900955745363405e-01 3.167353655083466890e-01
-1.074116872078823004e+00 6.191039800203287230e-02 4.585150212955337867e-01
-8.989516217986950330e-01 -1.701371581204843275e-01 1.064422651891556437e-01
-8.261389725340513301e-01 -3.173521731830974413e-01 1.950270556743736450e-01
-7.274012540838125096e-01 -8.914023658547329254e-02 4.904639606477335101e-01
-1.131611782261152443e+00 7.480780377955099925e-02 4.661824838568293661e-01
-1.017966857957958604e+00 -8.638888419294439569e-02 5.723235762705600749e-01
-9.501684709553048780e-01 -5.641153400582592584e-03 4.361665434907834871e-01
-1.319056612381061200e+00 1.023107706504331194e-01 4.275940272256156249e-01
-1.154801707110869824e+00 -2.261833161543096993e-01 1.079323331390984908e+00
-8.509742140768333796e-01 -1.200496404988279225e-01 3.550750473062579959e-01
-9.148395158264013283e-01 1.405654543939814996e-02 4.040071362156010815e-01
-1.144944978370699973e+00 -5.921031426258468316e-02 3.116672128279975862e-01
-6.980488416098472593e-01 9.776322136512964611e-02 -2.237152542767548435e-01
-1.084538497066793949e+00 -1.734277632763295274e-01 3.356120189105878948e-01
-7.239639731157234692e-01 3.320736630253605104e-01 6.689268186230445945e-01
-1.239287763567180845e+00 2.839673121509141973e-01 2.697914961818418944e-01
-9.102834611210089966e-01 -9.278576240611569048e-02 3.053329890531402135e-01
-9.612425397404287253e-01 -2.243440126001567114e-01 2.476967422069693003e-01
-1.180548761294033300e+00 8.334376915358596150e-02 4.872880565653225915e-01
-1.104245616541281283e+00 1.976351523166129664e-01 6.889123901645263226e-01
-9.219164824684432658e-01 -1.617613509647728709e-01 5.741641146973962551e-01
-1.184505050251711156e+00 -3.907869227785955024e-01 7.184652566643553451e-01
-8.452664061791119732e-01 6.216494848003916579e-02 5.567168564137051634e-01
-9.991064136423849495e-01 3.614673728317638335e-01 2.206572043907558955e-01
-9.659626508918133236e-01 3.381924402862007684e-02 4.294849019504675125e-01
-1.124648192499701160e+00 -1.188881549917901043e-01 6.272934771310781921e-01
-9.426341229509969111e-01 -3.812213532215226186e-01 3.104631909122205213e-01
-7.953587389195669877e-01 -4.881897523454478693e-01 -2.407641612351205107e-01
-1.016327322838540770e+00 -1.321902956445245303e-01 3.558853713483651759e-01
-7.866726158917873857e-01 1.421449301358639339e-01 8.539542218580018496e-01
-1.164669406632501181e+00 1.905775670833405044e-01 3.113515907601979160e-01
-5.632240146552164317e-01 -1.322345857858433504e-01 4.489107682450675929e-01
-1.496340202371652328e+00 4.916554411625206900e-02 5.316155851414113842e-01
-1.110299795988625382e+00 -5.202471891493822692e-02 3.006537705917291525e-01
-8.948534421003226935e-01 -6.458947776567925889e-03 1.964466188435703697e-01
-6.732917510414271334e-01 3.440651043121233377e-01 4.742201327891637508e-01
-1.540115070037853418e+00 6.719276676980664824e-03 1.693898140981615619e-01
-7.376174803188230156e-01 -3.435607708475589828e-01 2.760635071849864008e-01
-1.194879124220703526e+00 -2.148282332257855920e-01 9.060380424415130918e-01
-1.162400173508643997e+00 -7.742499007333554506e-02 4.940858672223198966e-01
